2014-12-01,366.7750677506775
2014-12-02,375.94300130208336
2014-12-03,377.8827013888899
2014-12-04,377.99174311926606
2014-12-06,378.0
2014-12-08,375.00042553
2014-12-10,379.25
2014-12-12,366.0469562870588
2014-12-18,342.5
2015-01-08,291.66385192401407
2015-01-13,260.0
2015-01-14,176.05523739054908
2015-01-15,162.56645733748502
2015-01-16,193.40177083332682
2015-01-17,208.45412081416896
2015-01-19,223.37792735043178
2015-01-20,221.65863194444682
2015-01-21,223.8648149801809
2015-01-22,229.75308594352654
2015-01-23,226.7868888888926
2015-01-24,224.0119861111122
2015-01-25,249.6972398433197
2015-01-26,280.87353276706284
2015-01-27,260.5488921272016
2015-01-28,252.97517961263884
2015-01-29,233.59911265506247
2015-01-30,234.26477708925628
2015-01-31,229.4990003415141
2015-02-01,219.84214776922883
2015-02-02,227.01278861565314
2015-02-03,236.929627422895
2015-02-04,226.05011109205512
2015-02-05,223.3740980800622
2015-02-06,220.89257115127094
2015-02-07,226.71846942330538
2015-02-08,225.95086847248595
2015-02-09,221.7116544735209
2015-02-10,218.87989765439576
2015-02-11,221.50594963445099
2015-02-12,220.4104633798685
2015-02-13,232.91841889267369
2015-02-14,246.7190637491876
2015-02-15,249.96248196067353
2015-02-16,234.8977170474516
2015-02-17,239.05914553604853
2015-02-18,240.66684116367352
2015-02-19,238.81699101702813
2015-02-20,244.41503637234717
2015-02-21,245.64474386449314
2015-02-22,242.5959656587567
2015-02-23,237.3633728734239
2015-02-24,239.17342467753474
2015-02-25,238.6175538711804
2015-02-26,237.10440194299986
2015-02-27,250.9986913991044
2015-02-28,253.66078207876396
2015-03-01,252.7823838351877
2015-03-02,263.6235796572914
2015-03-03,276.6195625638472
2015-03-04,280.0335249322983
2015-03-05,271.0394570905346
2015-03-06,273.86296858240985
2015-03-07,274.0204457905966
2015-03-08,275.6767631151876
2015-03-09,282.55188891557583
2015-03-10,295.0244222094237
2015-03-11,294.7325510244791
2015-03-12,295.16521778824364
2015-03-13,291.38829868670774
2015-03-14,285.2063697611666
2015-03-15,286.29464785965257
2015-03-16,292.6783798994233
2015-03-17,290.6866521597639
2015-03-18,275.6851022307637
2015-03-19,259.82263734007597
2015-03-20,263.20462961336847
2015-03-21,261.2399061541113
2015-03-22,263.05069027457665
2015-03-23,268.8188242444513
2015-03-24,257.71221015478454
2015-03-25,245.94554968488208
2015-03-26,250.0148247466528
2015-03-27,248.81930238109038
2015-03-28,252.32043808078444
2015-03-29,246.4395881720415
2015-03-30,246.28744544587542
2015-03-31,246.55601276381245
2015-04-01,244.8402683772361
2015-04-02,249.3327967916948
2015-04-03,254.8622428048537
2015-04-04,253.81544104070133
2015-04-05,255.9040348222979
2015-04-06,259.2933948058467
2015-04-07,255.64938810136786
2015-04-08,250.3319138250969
2015-04-09,244.8173557925135
2015-04-10,238.97674589701342
2015-04-11,236.97230415702793
2015-04-12,237.58132233716682
2015-04-13,233.84936096681253
2015-04-14,221.61098419320868
2015-04-15,222.270770987556
2015-04-16,227.77941345547197
2015-04-17,224.9708627900416
2015-04-18,223.39817036743722
2015-04-19,224.66779198778488
2015-04-20,225.0634218827363
2015-04-21,227.17056226524286
2015-04-22,236.0295555412153
2015-04-23,234.8963085722776
2015-04-24,232.43324677633333
2015-04-25,229.5819768451041
2015-04-26,220.21323542927826
2015-04-27,222.16738192294483
2015-04-28,225.42049885758303
2015-04-29,225.0170151472219
2015-04-30,231.7851615983128
2015-05-01,235.93098937818075
2015-05-02,235.2716298224726
2015-05-03,239.72050845493033
2015-05-04,240.58891077754186
2015-05-05,235.91050945899264
2015-05-06,234.9434569727431
2015-05-07,232.5324754411528
2015-05-08,240.3147841392642
2015-05-09,243.37726860272264
2015-05-10,242.22454929957016
2015-05-11,242.1365918869858
2015-05-12,242.16682827302068
2015-05-13,242.7650843168472
2015-05-14,237.27617845019495
2015-05-15,237.9019975377704
2015-05-16,237.31713777204945
2015-05-17,237.33520262961775
2015-05-18,236.48207516051386
2015-05-19,233.46056073185395
2015-05-20,233.8841037745621
2015-05-21,235.5469755022155
2015-05-22,237.632518642257
2015-05-23,239.76480463320104
2015-05-24,240.11565658609027
2015-05-25,238.84140089806218
2015-05-26,237.56238876968735
2015-05-27,237.6618682467638
2015-05-28,237.34210975663902
2015-05-29,236.8109948953055
2015-05-30,234.13734604271448
2015-05-31,232.57209778341016
2015-06-01,227.4612246350971
2015-06-02,224.54183632292387
2015-06-03,225.98112181048597
2015-06-04,225.29694641000708
2015-06-05,224.78253283647916
2015-06-06,224.9926239039593
2015-06-07,224.7132136624104
2015-06-08,226.3516975951663
2015-06-09,229.92786966386808
2015-06-10,229.12228573327113
2015-06-11,229.7197122727921
2015-06-12,230.01509537257667
2015-06-13,230.74362312565253
2015-06-14,233.86743308912216
2015-06-15,235.80271021060366
2015-06-16,242.23836578638185
2015-06-17,251.6988854079094
2015-06-18,249.21301436778472
2015-06-19,248.68598730174952
2015-06-20,243.88264522486122
2015-06-21,244.56414643500693
2015-06-22,246.13434148462528
2015-06-23,245.30621479265997
2015-06-24,242.59925586106203
2015-06-25,241.82250595567356
2015-06-26,241.9702465463402
2015-06-27,245.8010870994519
2015-06-28,249.98699659093705
2015-06-29,253.36328196759695
2015-06-30,263.0225372469655
2015-07-01,259.52653084828455
2015-07-02,257.1336110432154
2015-07-03,255.25464564365922
2015-07-04,257.0939659776242
2015-07-05,263.9951942534023
2015-07-06,272.5212940727081
2015-07-07,268.46162158008326
2015-07-08,269.01015420235456
2015-07-09,270.28810101101385
2015-07-10,281.16444159310413
